order_id,order_date,order_year,order_month,customer_id,customer_name,segment,product_id,product_name,category_name,sub_category_name,country,state,city,region_name,sales
CA-2018-140676,2018-09-12,2018,9,BF-11080,Bart Folk,Consumer,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,United States,Maryland,Baltimore,East,90.86
CA-2018-140676,2018-09-12,2018,9,BF-11080,Bart Folk,Consumer,OFF-PA-10004243,Xerox 1939,Office Supplies,Paper,United States,Maryland,Baltimore,East,94.85
CA-2016-120103,2016-12-24,2016,12,MS-17365,Maribeth Schnelling,Consumer,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,United States,Arizona,Phoenix,West,106.232
CA-2016-120103,2016-12-24,2016,12,MS-17365,Maribeth Schnelling,Consumer,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones,United States,Arizona,Phoenix,West,111.984
CA-2016-120103,2016-12-24,2016,12,MS-17365,Maribeth Schnelling,Consumer,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,United States,Arizona,Phoenix,West,7.712
CA-2018-104647,2018-02-23,2018,2,CK-12595,Clytie Kelty,Consumer,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Office Supplies,Paper,United States,California,Los Angeles,West,37.44
CA-2015-110352,2015-11-23,2015,11,ED-13885,Emily Ducich,Home Office,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,United States,Texas,Houston,Central,23.68
CA-2017-140501,2017-06-23,2017,6,IM-15070,Irene Maddox,Consumer,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,United States,New York,New York City,East,122.12
CA-2017-140501,2017-06-23,2017,6,IM-15070,Irene Maddox,Consumer,OFF-LA-10000248,Avery 52,Office Supplies,Labels,United States,New York,New York City,East,18.45
CA-2017-140501,2017-06-23,2017,6,IM-15070,Irene Maddox,Consumer,OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,United States,New York,New York City,East,324.9
CA-2018-121615,2018-11-03,2018,11,DL-12925,Daniel Lacy,Consumer,OFF-LA-10001771,Avery 513,Office Supplies,Labels,United States,Minnesota,Eagan,Central,14.94
CA-2017-140501,2017-06-23,2017,6,IM-15070,Irene Maddox,Consumer,OFF-PA-10003129,Tops White Computer Printout Paper,Office Supplies,Paper,United States,New York,New York City,East,146.73
CA-2017-140501,2017-06-23,2017,6,IM-15070,Irene Maddox,Consumer,OFF-FA-10004076,Translucent Push Pins by OIC,Office Supplies,Fasteners,United States,New York,New York City,East,3.96
CA-2016-139290,2016-10-26,2016,10,MY-17380,Maribeth Yedwab,Corporate,OFF-LA-10004008,Avery 507,Office Supplies,Labels,United States,California,Rancho Cucamonga,West,5.76
CA-2018-166142,2018-07-15,2018,7,MM-17260,Magdelene Morse,Consumer,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,United States,Delaware,Wilmington,East,26.55
CA-2018-166142,2018-07-15,2018,7,MM-17260,Magdelene Morse,Consumer,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Furniture,Tables,United States,Delaware,Wilmington,East,310.443
CA-2015-145926,2015-11-17,2015,11,MP-17470,Mark Packer,Home Office,FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,United States,Minnesota,Moorhead,Central,479.9
CA-2016-149678,2016-04-13,2016,4,AW-10840,Anthony Witt,Consumer,OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,United States,New Mexico,Farmington,West,12.88
US-2016-164357,2016-11-25,2016,11,SF-20065,Sandra Flanagan,Consumer,OFF-AR-10001177,Newell 349,Office Supplies,Art,United States,North Carolina,Wilmington,South,13.12
US-2017-146570,2017-05-15,2017,5,SN-20710,Steve Nguyen,Home Office,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders,United States,Mississippi,Jackson,South,511.84
US-2017-146570,2017-05-15,2017,5,SN-20710,Steve Nguyen,Home Office,OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,United States,Mississippi,Jackson,South,91.96
US-2017-146570,2017-05-15,2017,5,SN-20710,Steve Nguyen,Home Office,OFF-AR-10003856,Newell 344,Office Supplies,Art,United States,Mississippi,Jackson,South,8.34
CA-2018-124401,2018-09-07,2018,9,RD-19900,Ruben Dartt,Consumer,OFF-ST-10000649,Hanging Personal Folder File,Office Supplies,Storage,United States,Oregon,Portland,West,37.68
CA-2018-124401,2018-09-07,2018,9,RD-19900,Ruben Dartt,Consumer,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,Accessories,United States,Oregon,Portland,West,279.944
US-2015-140116,2015-03-10,2015,3,KT-16480,Kean Thornton,Consumer,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,Office Supplies,Storage,United States,Colorado,Denver,West,636.408
US-2015-140116,2015-03-10,2015,3,KT-16480,Kean Thornton,Consumer,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,United States,Colorado,Denver,West,83.168
CA-2015-123295,2015-07-18,2015,7,AH-10120,Adrian Hane,Home Office,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,United States,Arizona,Tucson,West,259.136
CA-2018-167101,2018-03-24,2018,3,BM-11650,Brian Moss,Corporate,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,United States,New York,New York City,East,221.92
CA-2018-167101,2018-03-24,2018,3,BM-11650,Brian Moss,Corporate,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,Accessories,United States,New York,New York City,East,26.0
US-2015-167633,2015-09-30,2015,9,BW-11200,Ben Wallace,Consumer,OFF-PA-10004888,Xerox 217,Office Supplies,Paper,United States,Florida,Boynton Beach,South,15.552
US-2015-152723,2015-09-26,2015,9,HG-14965,Henry Goldwyn,Corporate,OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,United States,Texas,Mesquite,Central,0.876
CA-2016-164882,2016-10-31,2016,10,SG-20080,Sandra Glassco,Consumer,OFF-PA-10000157,Xerox 191,Office Supplies,Paper,United States,California,Redlands,West,19.98
CA-2016-164882,2016-10-31,2016,10,SG-20080,Sandra Glassco,Consumer,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,United States,California,Redlands,West,398.352
CA-2016-164882,2016-10-31,2016,10,SG-20080,Sandra Glassco,Consumer,OFF-AR-10004272,Newell 308,Office Supplies,Art,United States,California,Redlands,West,5.04
CA-2016-164882,2016-10-31,2016,10,SG-20080,Sandra Glassco,Consumer,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,United States,California,Redlands,West,17.45
CA-2016-164882,2016-10-31,2016,10,SG-20080,Sandra Glassco,Consumer,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,United States,California,Redlands,West,323.136
CA-2016-164882,2016-10-31,2016,10,SG-20080,Sandra Glassco,Consumer,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,United States,California,Redlands,West,29.7
CA-2016-164882,2016-10-31,2016,10,SG-20080,Sandra Glassco,Consumer,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,Technology,Phones,United States,California,Redlands,West,1295.84
CA-2016-164882,2016-10-31,2016,10,SG-20080,Sandra Glassco,Consumer,OFF-ST-10003638,Mobile Personal File Cube,Office Supplies,Storage,United States,California,Redlands,West,46.84
CA-2016-164882,2016-10-31,2016,10,SG-20080,Sandra Glassco,Consumer,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,United States,California,Redlands,West,425.833
CA-2016-159786,2016-10-12,2016,10,RK-19300,Ralph Kennedy,Consumer,FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,United States,New York,Rochester,East,209.67
CA-2017-130267,2017-09-19,2017,9,SW-20245,Scot Wooten,Consumer,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,United States,California,Stockton,West,159.88
CA-2018-155460,2018-04-13,2018,4,RW-19630,Rob Williams,Corporate,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,United States,Washington,Seattle,West,5.28
CA-2018-155460,2018-04-13,2018,4,RW-19630,Rob Williams,Corporate,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders,United States,Washington,Seattle,West,895.92
US-2018-168690,2018-01-07,2018,1,TS-21085,Thais Sissman,Consumer,OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,Binders,United States,Florida,Ormond Beach,South,2.808
CA-2018-158246,2018-11-09,2018,11,JB-15400,Jennifer Braxton,Corporate,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,United States,California,Sunnyvale,West,215.976
CA-2018-167381,2018-09-22,2018,9,EH-14005,Erica Hernandez,Home Office,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,United States,Michigan,Lansing,Central,241.96
CA-2018-167381,2018-09-22,2018,9,EH-14005,Erica Hernandez,Home Office,OFF-LA-10000134,Avery 511,Office Supplies,Labels,United States,Michigan,Lansing,Central,27.72
CA-2018-144862,2018-12-01,2018,12,EH-14005,Erica Hernandez,Home Office,OFF-EN-10003040,Quality Park Security Envelopes,Office Supplies,Envelopes,United States,Pennsylvania,Philadelphia,East,104.68
CA-2018-144862,2018-12-01,2018,12,EH-14005,Erica Hernandez,Home Office,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones,United States,Pennsylvania,Philadelphia,East,62.958
CA-2015-126032,2015-06-23,2015,6,BS-11665,Brian Stugart,Consumer,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,United States,Pennsylvania,Philadelphia,East,86.376
CA-2016-134859,2016-10-04,2016,10,JK-16120,Julie Kriz,Home Office,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,United States,Pennsylvania,Philadelphia,East,64.944
CA-2016-134859,2016-10-04,2016,10,JK-16120,Julie Kriz,Home Office,OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,United States,Pennsylvania,Philadelphia,East,20.736
US-2015-114188,2015-05-20,2015,5,RF-19345,Randy Ferguson,Corporate,OFF-AP-10000124,Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,Appliances,United States,New Hampshire,Dover,East,33.28
US-2015-114188,2015-05-20,2015,5,RF-19345,Randy Ferguson,Corporate,OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,Art,United States,New Hampshire,Dover,East,38.52
US-2015-114188,2015-05-20,2015,5,RF-19345,Randy Ferguson,Corporate,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,United States,New Hampshire,Dover,East,139.86
CA-2016-156524,2016-11-20,2016,11,DL-12865,Dan Lawera,Consumer,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper,United States,New York,New York City,East,19.65
CA-2016-122210,2016-11-30,2016,11,WB-21850,William Brown,Consumer,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,United States,Pennsylvania,Philadelphia,East,152.991
CA-2016-122210,2016-11-30,2016,11,WB-21850,William Brown,Consumer,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,United States,Pennsylvania,Philadelphia,East,10.584
CA-2016-122210,2016-11-30,2016,11,WB-21850,William Brown,Consumer,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,Technology,Phones,United States,Pennsylvania,Philadelphia,East,94.92
CA-2016-156377,2016-12-31,2016,12,TB-21625,Trudy Brown,Consumer,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,United States,Texas,Grand Prairie,Central,14.76
CA-2016-156377,2016-12-31,2016,12,TB-21625,Trudy Brown,Consumer,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,United States,Texas,Grand Prairie,Central,3.656
US-2018-157896,2018-11-16,2018,11,CB-12415,Christy Brittain,Consumer,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,United States,New York,New York City,East,146.82
CA-2015-159520,2015-06-06,2015,6,GT-14635,Grant Thornton,Corporate,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,United States,New York,Long Beach,East,149.544
CA-2015-159520,2015-06-06,2015,6,GT-14635,Grant Thornton,Corporate,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,Supplies,United States,New York,Long Beach,East,17.14
CA-2015-159520,2015-06-06,2015,6,GT-14635,Grant Thornton,Corporate,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,United States,New York,Long Beach,East,991.764
CA-2017-155481,2017-09-01,2017,9,DK-13225,Dean Katz,Corporate,OFF-PA-10004675,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,United States,Pennsylvania,Philadelphia,East,30.48
CA-2017-155481,2017-09-01,2017,9,DK-13225,Dean Katz,Corporate,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,United States,Pennsylvania,Philadelphia,East,23.988
CA-2017-155481,2017-09-01,2017,9,DK-13225,Dean Katz,Corporate,OFF-FA-10002780,Staples,Office Supplies,Fasteners,United States,Pennsylvania,Philadelphia,East,16.688
US-2017-152051,2017-06-25,2017,6,TS-21160,Theresa Swint,Corporate,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,United States,Pennsylvania,York,East,422.058
US-2017-152051,2017-06-25,2017,6,TS-21160,Theresa Swint,Corporate,OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,Binders,United States,Pennsylvania,York,East,38.088
US-2017-152051,2017-06-25,2017,6,TS-21160,Theresa Swint,Corporate,OFF-ST-10001713,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,United States,Pennsylvania,York,East,254.352
CA-2015-141607,2015-12-12,2015,12,WB-21850,William Brown,Consumer,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,United States,California,Concord,West,43.31
CA-2018-102771,2018-03-31,2018,3,DO-13435,Denny Ordway,Consumer,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones,United States,New York,New York City,East,84.95
US-2018-139969,2018-11-19,2018,11,AF-10870,Art Ferguson,Consumer,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,United States,Texas,College Station,Central,233.058
CA-2015-167360,2015-11-24,2015,11,RB-19435,Richard Bierner,Consumer,TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories,United States,Missouri,Saint Louis,Central,111.79
CA-2016-123505,2016-11-22,2016,11,AR-10540,Andy Reiter,Consumer,OFF-PA-10002586,Xerox 1970,Office Supplies,Paper,United States,Massachusetts,Quincy,East,14.94
CA-2017-117282,2017-07-14,2017,7,DR-12880,Dan Reichenbach,Corporate,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,United States,New York,New York City,East,14.16
US-2017-120460,2017-04-30,2017,4,BF-11170,Ben Ferrer,Home Office,FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings,United States,Texas,Dallas,Central,22.608
CA-2017-111115,2017-07-25,2017,7,LB-16735,Larry Blacks,Consumer,OFF-FA-10000624,OIC Binder Clips,Office Supplies,Fasteners,United States,California,Los Angeles,West,21.48
CA-2015-124646,2015-06-22,2015,6,DV-13465,Dianna Vittorini,Consumer,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,Storage,United States,Minnesota,Minneapolis,Central,501.81
CA-2015-124646,2015-06-22,2015,6,DV-13465,Dianna Vittorini,Consumer,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,United States,Minnesota,Minneapolis,Central,161.94
CA-2018-148166,2018-10-21,2018,10,NK-18490,Neil Knudson,Home Office,OFF-AR-10004956,Newell 33,Office Supplies,Art,United States,Florida,Deltona,South,17.856
CA-2017-159737,2017-09-03,2017,9,CS-11950,Carlos Soltero,Consumer,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,United States,Illinois,Chicago,Central,8.808
CA-2017-141019,2017-05-14,2017,5,LH-17155,Logan Haushalter,Consumer,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,United States,Ohio,Cincinnati,East,79.384
CA-2017-101938,2017-01-07,2017,1,DW-13480,Dianna Wilson,Home Office,OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Art,United States,California,Oakland,West,34.58
CA-2018-166296,2018-03-13,2018,3,KF-16285,Karen Ferguson,Home Office,OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,Paper,United States,California,Manteca,West,314.55
CA-2017-154018,2017-10-13,2017,10,HA-14920,Helen Andreada,Consumer,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,United States,Texas,Laredo,Central,191.976
CA-2017-154018,2017-10-13,2017,10,HA-14920,Helen Andreada,Consumer,OFF-PA-10000551,Array Memo Cubes,Office Supplies,Paper,United States,Texas,Laredo,Central,8.288
CA-2017-154018,2017-10-13,2017,10,HA-14920,Helen Andreada,Consumer,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,United States,Texas,Laredo,Central,139.92
CA-2017-154018,2017-10-13,2017,10,HA-14920,Helen Andreada,Consumer,OFF-AR-10002067,Newell 334,Office Supplies,Art,United States,Texas,Laredo,Central,15.872
CA-2017-154018,2017-10-13,2017,10,HA-14920,Helen Andreada,Consumer,OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,United States,Texas,Laredo,Central,6.286
CA-2018-117870,2018-01-27,2018,1,JH-15820,John Huston,Consumer,OFF-AR-10004078,Newell 312,Office Supplies,Art,United States,Ohio,Kent,East,14.016
CA-2018-117870,2018-01-27,2018,1,JH-15820,John Huston,Consumer,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Technology,Accessories,United States,Ohio,Kent,East,71.976
CA-2018-117870,2018-01-27,2018,1,JH-15820,John Huston,Consumer,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,United States,Ohio,Kent,East,107.982
US-2018-137491,2018-11-19,2018,11,LC-16930,Linda Cazamias,Corporate,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,United States,Texas,San Angelo,Central,305.312
CA-2015-152296,2015-08-01,2015,8,IL-15100,Ivan Liston,Consumer,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,Office Supplies,Binders,United States,California,San Francisco,West,19.752
CA-2017-112025,2017-07-30,2017,7,LS-16975,Lindsay Shagiari,Home Office,OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders,United States,Texas,Houston,Central,9.264
CA-2016-132507,2016-07-30,2016,7,CC-12610,Corey Catlett,Corporate,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage,United States,Texas,Houston,Central,61.792
CA-2017-125738,2017-10-15,2017,10,PB-18805,Patrick Bzostek,Home Office,OFF-PA-10000740,Xerox 1982,Office Supplies,Paper,United States,Utah,Salt Lake City,West,45.68
CA-2017-125738,2017-10-15,2017,10,PB-18805,Patrick Bzostek,Home Office,OFF-PA-10003001,Xerox 1986,Office Supplies,Paper,United States,Utah,Salt Lake City,West,60.12
CA-2017-125738,2017-10-15,2017,10,PB-18805,Patrick Bzostek,Home Office,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Office Supplies,Binders,United States,Utah,Salt Lake City,West,41.72
CA-2017-125738,2017-10-15,2017,10,PB-18805,Patrick Bzostek,Home Office,OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,United States,Utah,Salt Lake City,West,71.6
CA-2017-128818,2017-05-07,2017,5,CJ-12010,Caroline Jumper,Consumer,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,United States,New York,New York City,East,85.232
CA-2017-128818,2017-05-07,2017,5,CJ-12010,Caroline Jumper,Consumer,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,United States,New York,New York City,East,44.4
CA-2017-128818,2017-05-07,2017,5,CJ-12010,Caroline Jumper,Consumer,FUR-CH-10002084,Hon Mobius Operator's Chair,Furniture,Chairs,United States,New York,New York City,East,442.764
CA-2017-128818,2017-05-07,2017,5,CJ-12010,Caroline Jumper,Consumer,TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology,Machines,United States,New York,New York City,East,3999.95
CA-2017-128818,2017-05-07,2017,5,CJ-12010,Caroline Jumper,Consumer,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,United States,New York,New York City,East,199.95
CA-2017-128818,2017-05-07,2017,5,CJ-12010,Caroline Jumper,Consumer,FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings,United States,New York,New York City,East,63.68
CA-2018-124576,2018-08-01,2018,8,HK-14890,Heather Kirkland,Corporate,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,United States,California,Salinas,West,54.896
CA-2017-101378,2017-07-14,2017,7,RH-19600,Rob Haberlin,Consumer,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,United States,Alabama,Huntsville,South,29.0
CA-2018-143063,2018-08-10,2018,8,IL-15100,Ivan Liston,Consumer,OFF-EN-10003134,Staple envelope,Office Supplies,Envelopes,United States,Indiana,Columbus,Central,70.08
CA-2018-143063,2018-08-10,2018,8,IL-15100,Ivan Liston,Consumer,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,United States,Indiana,Columbus,Central,121.3
CA-2018-143063,2018-08-10,2018,8,IL-15100,Ivan Liston,Consumer,TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones,United States,Indiana,Columbus,Central,1454.49
CA-2017-118913,2017-06-25,2017,6,AS-10240,Alan Shonely,Consumer,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,United States,California,Los Angeles,West,60.81
CA-2017-128412,2017-12-10,2017,12,AP-10915,Arthur Prichep,Consumer,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders,United States,Washington,Seattle,West,153.552
CA-2017-128412,2017-12-10,2017,12,AP-10915,Arthur Prichep,Consumer,OFF-AP-10002082,Holmes HEPA Air Purifier,Office Supplies,Appliances,United States,Washington,Seattle,West,65.34
CA-2017-128412,2017-12-10,2017,12,AP-10915,Arthur Prichep,Consumer,OFF-PA-10001125,Xerox 1988,Office Supplies,Paper,United States,Washington,Seattle,West,123.92
CA-2017-128412,2017-12-10,2017,12,AP-10915,Arthur Prichep,Consumer,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,United States,Washington,Seattle,West,35.1
CA-2017-128412,2017-12-10,2017,12,AP-10915,Arthur Prichep,Consumer,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,United States,Washington,Seattle,West,44.75
CA-2017-136483,2017-12-01,2017,12,AG-10390,Allen Goldenen,Consumer,OFF-AR-10000940,Newell 343,Office Supplies,Art,United States,Tennessee,Knoxville,South,4.704
CA-2015-163013,2015-11-28,2015,11,BF-11080,Bart Folk,Consumer,OFF-AR-10001954,Newell 331,Office Supplies,Art,United States,Alabama,Montgomery,South,14.67
CA-2016-135363,2016-03-28,2016,3,CK-12205,Chloris Kastensmidt,Consumer,OFF-PA-10003177,Xerox 1999,Office Supplies,Paper,United States,Pennsylvania,Philadelphia,East,15.552
CA-2016-135363,2016-03-28,2016,3,CK-12205,Chloris Kastensmidt,Consumer,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,Paper,United States,Pennsylvania,Philadelphia,East,5.232
US-2015-165659,2015-06-01,2015,6,LT-17110,Liz Thompson,Consumer,FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,United States,Arkansas,Little Rock,South,22.2
US-2015-165659,2015-06-01,2015,6,LT-17110,Liz Thompson,Consumer,TEC-PH-10002563,Adtran 1202752G1,Technology,Phones,United States,Arkansas,Little Rock,South,881.93
CA-2016-138002,2016-09-06,2016,9,BT-11305,Beth Thompson,Home Office,OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,Binders,United States,Washington,Seattle,West,6.096
CA-2016-138002,2016-09-06,2016,9,BT-11305,Beth Thompson,Home Office,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings,United States,Washington,Seattle,West,191.82
CA-2016-128860,2016-06-29,2016,6,SC-20725,Steven Cartwright,Consumer,FUR-FU-10001473,DAX Wood Document Frame,Furniture,Furnishings,United States,Pennsylvania,Lancaster,East,20.104
CA-2017-164350,2017-09-10,2017,9,CG-12040,Catherine Glotzbach,Home Office,OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Art,United States,Tennessee,Bristol,South,67.56
US-2015-103905,2015-07-14,2015,7,AW-10930,Arthur Wiediger,Home Office,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,United States,Illinois,Aurora,Central,29.932
US-2015-103905,2015-07-14,2015,7,AW-10930,Arthur Wiediger,Home Office,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,United States,Illinois,Aurora,Central,38.272
CA-2016-129854,2016-08-22,2016,8,RB-19705,Roger Barcio,Home Office,OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,United States,New York,New York City,East,16.52
CA-2015-125556,2015-11-14,2015,11,ML-17410,Maris LaWare,Consumer,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,Technology,Phones,United States,Connecticut,Fairfield,East,832.93
CA-2015-125556,2015-11-14,2015,11,ML-17410,Maris LaWare,Consumer,OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,United States,Connecticut,Fairfield,East,43.8
CA-2017-162313,2017-11-27,2017,11,VB-21745,Victoria Brennan,Corporate,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,Office Supplies,Appliances,United States,Michigan,Lincoln Park,Central,167.292
